participant,exp,Peak #,CF_Hz,PW_log10,PW_dB,BW_Hz,Aperiodic_Offset,Aperiodic_Exponent,R_squared,Error,channels,Channels_Validity
sub-003,lowlevel,2,18.774313,0.238804,2.388037,4.823169,-12.677058,0.125096,,0.084219,FC2,False
sub-003,lowlevel,1,7.838504,0.661688,6.616881,1.745224,-11.975293,0.412809,,0.05827,F4,False
sub-003,lowlevel,1,7.817448,0.704079,7.040789,1.90548,-11.360672,0.597989,0.957125,0.048199,F8,True
sub-003,lowlevel,1,7.783332,0.80813,8.081303,2.176228,-11.771132,0.491927,0.973774,0.03378,Fp2,True
sub-003,lowlevel,2,21.987524,0.248319,2.483188,5.372,-11.771132,0.491927,0.973774,0.03378,Fp2,True
sub-003,lowlevel,3,39.893617,0.13061,1.306103,6.156118,-11.771132,0.491927,0.973774,0.03378,Fp2,True
sub-003,highlevel,1,7.601568,0.850682,8.506817,2.589854,-12.040446,0.292554,0.945285,0.048336,Fp1,True
sub-003,highlevel,2,24.702213,0.315177,3.15177,7.069743,-12.040446,0.292554,0.945285,0.048336,Fp1,True
sub-003,highlevel,1,7.921441,0.622388,6.223881,1.4,-13.432346,,0.917157,0.051336,Fz,False
sub-003,highlevel,2,17.563025,0.447607,4.476072,6.089477,-13.432346,,0.917157,0.051336,Fz,False
sub-003,highlevel,1,7.509508,0.589005,5.890047,1.931077,-12.473372,,,0.062836,F3,False
sub-003,highlevel,2,17.886308,0.235743,2.357429,5.316694,-12.473372,,,0.062836,F3,False
sub-003,highlevel,1,7.820468,0.753753,7.537527,2.293525,-11.359638,0.657177,0.944652,0.056246,F7,True
sub-003,highlevel,1,7.948409,0.849331,8.493305,2.420808,-10.870848,1.069705,0.974996,0.05226,FT9,True
sub-003,highlevel,1,7.69039,0.611553,6.11553,2.029938,-11.551385,0.407366,0.95061,0.035507,FC5,True
sub-003,highlevel,1,8.073944,0.970031,9.700309,2.313063,-10.866465,1.41047,0.959271,0.088482,C3,True
sub-003,highlevel,1,7.884255,0.762715,7.627147,2.130353,-10.924179,0.917147,0.978063,0.038073,T7,True
sub-003,highlevel,2,39.117895,0.181845,1.818447,7.986641,-10.924179,0.917147,0.978063,0.038073,T7,True
sub-003,highlevel,1,7.738017,0.875045,8.750451,2.375065,-11.331494,0.529864,0.939744,0.065286,TP9,True
sub-003,highlevel,2,18.433562,0.296818,2.968178,2.619702,-11.331494,0.529864,0.939744,0.065286,TP9,True
sub-003,highlevel,3,21.142928,0.233849,2.338487,3.951508,-11.331494,0.529864,0.939744,0.065286,TP9,True
sub-003,highlevel,1,8.138708,1.057224,10.572244,1.997923,-10.226848,1.720793,0.995246,0.029782,CP5,True
sub-003,highlevel,2,18.413887,0.282121,2.821212,2.461969,-10.226848,1.720793,0.995246,0.029782,CP5,True
sub-003,highlevel,3,23.04356,0.187938,1.879377,6.206065,-10.226848,1.720793,0.995246,0.029782,CP5,True
sub-003,highlevel,4,27.15911,0.14491,1.449097,1.4,-10.226848,1.720793,0.995246,0.029782,CP5,True
sub-003,highlevel,1,8.194759,1.451401,14.514012,2.147611,-10.44264,1.80509,0.994304,0.040589,CP1,True
sub-003,highlevel,2,18.02128,0.428273,4.282728,2.630418,-10.44264,1.80509,0.994304,0.040589,CP1,True
sub-003,highlevel,3,23.037744,0.235261,2.352611,6.411016,-10.44264,1.80509,0.994304,0.040589,CP1,True
sub-003,highlevel,1,8.180393,1.441609,14.416092,1.798055,-9.829224,2.071729,0.987947,0.056226,Pz,True
sub-003,highlevel,2,21.301591,0.276287,2.762874,7.735282,-9.829224,2.071729,0.987947,0.056226,Pz,True
sub-003,highlevel,1,8.210404,1.243188,12.431882,1.780024,-9.610775,2.174544,0.989546,0.05174,P3,True
sub-003,highlevel,2,20.944804,0.284953,2.849529,7.411816,-9.610775,2.174544,0.989546,0.05174,P3,True
sub-003,highlevel,1,8.085498,1.048818,10.488176,1.886505,-10.118544,1.63647,0.993641,0.03109,P7,True
sub-003,highlevel,2,18.709351,0.211827,2.118272,1.815923,-10.118544,1.63647,0.993641,0.03109,P7,True
sub-003,highlevel,3,23.329652,0.176031,1.760309,7.02719,-10.118544,1.63647,0.993641,0.03109,P7,True
sub-003,highlevel,1,8.118958,0.932044,9.320443,1.544165,-9.382934,2.139469,0.973192,0.077252,O1,True
sub-003,highlevel,1,8.123544,0.877462,8.774623,1.559327,-9.493387,2.079476,0.972394,0.077225,Oz,True
sub-003,highlevel,1,8.111489,0.925815,9.258155,1.530491,-9.570675,2.028774,0.979783,0.063978,O2,True
sub-003,highlevel,1,8.203453,1.294706,12.947058,1.692994,-9.868361,1.959955,0.973801,0.080265,P4,True
sub-003,highlevel,1,8.16091,1.089573,10.895729,1.678976,-9.793582,1.855244,0.986513,0.047976,P8,True
sub-003,highlevel,1,7.947332,0.786164,7.861639,1.994244,-10.702489,1.021749,0.981707,0.040081,TP10,True
sub-003,highlevel,2,25.252216,0.143968,1.439676,7.341285,-10.702489,1.021749,0.981707,0.040081,TP10,True
sub-003,highlevel,1,8.191926,1.099025,10.990247,1.746921,-10.250407,1.690525,0.989912,0.041995,CP6,True
sub-003,highlevel,2,20.99931,0.177233,1.772331,6.662164,-10.250407,1.690525,0.989912,0.041995,CP6,True
sub-003,highlevel,1,8.178115,1.418718,14.187177,1.817284,-10.361438,1.844753,0.988996,0.055847,CP2,True
sub-003,highlevel,2,21.01002,0.262183,2.621835,6.503857,-10.361438,1.844753,0.988996,0.055847,CP2,True
sub-003,highlevel,1,7.787179,1.126498,11.264977,2.200668,-11.456878,1.363019,0.981474,0.053534,Cz,True
sub-003,highlevel,2,23.415423,0.231729,2.317286,6.145565,-11.456878,1.363019,0.981474,0.053534,Cz,True
sub-003,highlevel,1,8.096002,1.055104,10.551036,1.923676,-10.754721,1.539504,0.984088,0.048831,C4,True
sub-003,highlevel,2,21.825601,0.174664,1.746642,7.949064,-10.754721,1.539504,0.984088,0.048831,C4,True
sub-003,highlevel,1,7.912121,0.763623,7.636232,2.032313,-11.10847,0.719537,0.965793,0.041626,T8,True
sub-003,highlevel,1,7.900117,0.76316,7.631601,2.156047,-10.575081,1.319648,0.989758,0.035611,FT10,True
sub-003,highlevel,2,21.27048,0.137878,1.378781,1.4,-10.575081,1.319648,0.989758,0.035611,FT10,True
sub-003,highlevel,3,25.474035,0.114536,1.145357,6.926139,-10.575081,1.319648,0.989758,0.035611,FT10,True
sub-003,highlevel,1,7.834761,0.773488,7.734878,2.343511,-11.243458,0.92629,0.984854,0.033098,FC6,True
sub-003,highlevel,2,18.173666,0.130445,1.304446,1.4,-11.243458,0.92629,0.984854,0.033098,FC6,True
sub-003,highlevel,3,21.428203,0.134959,1.349594,1.738345,-11.243458,0.92629,0.984854,0.033098,FC6,True
sub-003,highlevel,1,6.947678,0.456565,4.565646,2.57216,-13.145679,,,0.050627,FC2,False
sub-003,highlevel,2,17.961675,0.292163,2.921626,5.174618,-13.145679,,,0.050627,FC2,False
sub-003,highlevel,1,7.771383,0.649825,6.498246,1.869654,-12.020885,0.386888,0.940662,0.043764,F4,True
sub-003,highlevel,2,17.14856,0.186169,1.861687,1.991721,-12.020885,0.386888,0.940662,0.043764,F4,True
sub-003,highlevel,3,21.665229,0.124006,1.240062,3.361681,-12.020885,0.386888,0.940662,0.043764,F4,True
sub-003,highlevel,1,7.785374,0.736731,7.367307,2.291752,-11.265605,0.748739,0.982182,0.032604,F8,True
sub-003,highlevel,2,18.049386,0.148724,1.487244,1.4,-11.265605,0.748739,0.982182,0.032604,F8,True
sub-003,highlevel,3,21.597321,0.144013,1.440126,2.077568,-11.265605,0.748739,0.982182,0.032604,F8,True
sub-003,highlevel,1,7.741647,0.7869,7.869003,2.231604,-11.770532,0.507976,0.961898,0.042923,Fp2,True
sub-003,highlevel,2,23.355112,0.279956,2.799563,5.777803,-11.770532,0.507976,0.961898,0.042923,Fp2,True
